Year,Month,Day,regulations,catch_area_code,location_code,location_name,boats,anglers,ChinookCaught,ChinAdClipped
2005,3,27,NA,11,1173,Point Defiance Boathouse,2,2,,
2005,3,27,NA,11,1174,Point Defiance Public Ramp,1,1,,
2005,3,27,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",3,5,,
2005,3,27,NA,7,1268,Washington Park Launch Ramp,10,19,,
2005,3,28,NA,11,1120,Les Davis Pier,1,1,,
2005,3,28,NA,11,1173,Point Defiance Boathouse,4,4,,
2005,3,28,NA,11,1174,Point Defiance Public Ramp,2,4,,
2005,3,28,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",1,1,,
2005,3,29,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",2,3,,
2005,3,29,NA,11,1267,Breakwater Marina (Warters),1,2,,
2005,3,30,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,1,1,,
2005,3,30,NA,12,1143,Misery Point Ramp,4,6,,
2005,3,30,NA,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,1,2,,
2005,3,31,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,2,3,,
2005,3,31,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",7,10,,
2005,4,1,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,8,,
2005,4,1,NA,7,1268,Washington Park Launch Ramp,1,2,,
2005,4,2,NA,81,1041,Coronet Bay Public Ramp,2,5,,
2005,4,2,NA,9,1055,Edmonds Boat Basin (Public Sling),4,6,,
2005,4,2,NA,12,1143,Misery Point Ramp,4,8,,
2005,4,2,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,6,,
2005,4,2,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),14,28,,
2005,4,2,NA,11,1173,Point Defiance Boathouse,6,7,,
2005,4,2,NA,11,1174,Point Defiance Public Ramp,7,12,,
2005,4,2,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",7,11,,
2005,4,3,NA,81,1041,Coronet Bay Public Ramp,1,4,,
2005,4,3,NA,9,1055,Edmonds Boat Basin (Public Sling),2,4,,
2005,4,3,NA,12,1143,Misery Point Ramp,2,3,,
2005,4,3,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),2,5,,
2005,4,3,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),10,20,,
2005,4,3,NA,11,1173,Point Defiance Boathouse,4,4,,
2005,4,3,NA,11,1174,Point Defiance Public Ramp,4,6,,
2005,4,3,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",5,10,,
2005,4,4,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",2,3,,
2005,4,4,NA,11,1173,Point Defiance Boathouse,6,7,,
2005,4,4,NA,11,1174,Point Defiance Public Ramp,2,5,,
2005,4,4,NA,6,1185,Port Angeles East Ramp (1985) (Closed),1,2,,
2005,4,4,NA,11,1267,Breakwater Marina (Warters),1,1,,
2005,4,5,NA,11,1086,Gig Harbor Ramp,2,3,,
2005,4,5,NA,12,1143,Misery Point Ramp,1,1,,
2005,4,5,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,1,,
2005,4,5,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),6,9,,
2005,4,5,NA,11,1173,Point Defiance Boathouse,9,12,,
2005,4,5,NA,11,1174,Point Defiance Public Ramp,1,1,,
2005,4,5,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",5,6,,
2005,4,6,NA,11,1050,Des Moines Marina (Slings) (Closed),1,2,,
2005,4,6,NA,12,1143,Misery Point Ramp,2,3,,
2005,4,6,NA,11,1173,Point Defiance Boathouse,8,9,,
2005,4,6,NA,11,1174,Point Defiance Public Ramp,6,8,,
2005,4,6,NA,6,1185,Port Angeles East Ramp (1985) (Closed),1,1,,
2005,4,6,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",1,1,,
2005,4,6,NA,11,1285,Des Moines Pier,2,2,,
2005,4,6,NA,13,1561,Narrows Park (aka Narrows Properties Park),1,1,,
2005,4,7,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,
2005,4,7,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),11,22,,
2005,4,7,NA,11,1174,Point Defiance Public Ramp,3,6,,
2005,4,7,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",3,7,,
2005,4,8,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",4,6,,
2005,4,8,NA,9,1192,Port Townsend Boat Haven Ramp,2,4,,
2005,4,8,NA,7,1268,Washington Park Launch Ramp,1,4,,
2005,4,9,NA,15,1041,Coronet Bay Public Ramp,1,1,,
2005,4,9,NA,81,1041,Coronet Bay Public Ramp,2,2,,
2005,4,9,NA,9,1055,Edmonds Boat Basin (Public Sling),12,23,,
2005,4,9,NA,13,1093,Hartstene Is. Ramp (aka Latimer's Landing),4,4,,
2005,4,9,NA,12,1143,Misery Point Ramp,5,9,,
2005,4,9,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",5,6,,
2005,4,9,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,1,,
2005,4,9,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),10,21,,
2005,4,9,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),33,61,,
2005,4,9,NA,5,1159,Olson's Resort,41,97,,
2005,4,9,NA,4B,1159,Olson's Resort,2,8,,
2005,4,9,NA,9,1227,Shilshole Public Ramp,6,12,,
2005,4,9,NA,10,1227,Shilshole Public Ramp,1,2,,
2005,4,9,NA,11,1227,Shilshole Public Ramp,1,2,,
2005,4,10,NA,9,1055,Edmonds Boat Basin (Public Sling),5,12,,
2005,4,10,NA,11,1086,Gig Harbor Ramp,1,2,,
2005,4,10,NA,12,1143,Misery Point Ramp,2,2,,
2005,4,10,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,
2005,4,10,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),25,48,,
2005,4,10,NA,5,1159,Olson's Resort,33,77,,
2005,4,10,NA,11,1173,Point Defiance Boathouse,9,11,,
2005,4,10,NA,11,1174,Point Defiance Public Ramp,6,11,,
2005,4,10,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",7,16,,
2005,4,10,NA,9,1227,Shilshole Public Ramp,2,4,,
2005,4,10,NA,10,1227,Shilshole Public Ramp,1,2,,
2005,4,12,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,5,,
2005,4,13,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,1,,
2005,4,13,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),2,4,,
2005,4,14,NA,7,1041,Coronet Bay Public Ramp,9,20,,
2005,4,14,NA,6,1069,Fort Worden Ramp,1,2,,
2005,4,14,NA,9,1069,Fort Worden Ramp,1,2,,
2005,4,14,NA,6,1107,John Wayne Marina,6,10,,
2005,4,14,NA,7,1107,John Wayne Marina,1,3,,
2005,4,14,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,2,,
2005,4,14,NA,6,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,3,,
2005,4,14,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),10,20,,
2005,4,14,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",34,66,,
2005,4,14,NA,6,1192,Port Townsend Boat Haven Ramp,2,3,,
2005,4,14,NA,9,1192,Port Townsend Boat Haven Ramp,1,1,,
2005,4,14,NA,7,1268,Washington Park Launch Ramp,1,3,,
2005,4,15,NA,7,1041,Coronet Bay Public Ramp,1,2,,
2005,4,15,NA,9,1055,Edmonds Boat Basin (Public Sling),3,6,,
2005,4,15,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),4,8,,
2005,4,15,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",23,48,,
2005,4,15,NA,6,1187,Port Angeles West Ramp,2,3,,
2005,4,15,NA,7,1268,Washington Park Launch Ramp,1,2,,
2005,4,15,NA,13,1561,Narrows Park (aka Narrows Properties Park),1,1,,
2005,4,16,NA,6,1072,Freshwater Bay Ramp,1,3,,
2005,4,16,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,3,,
2005,4,16,NA,4B,1159,Olson's Resort,2,5,,
2005,4,16,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",20,45,,
2005,4,17,NA,6,1072,Freshwater Bay Ramp,13,23,,
2005,4,17,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",63,140,,
2005,4,17,NA,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,2,4,,
2005,4,18,NA,6,1041,Coronet Bay Public Ramp,4,7,,
2005,4,18,NA,7,1041,Coronet Bay Public Ramp,4,8,,
2005,4,18,NA,81,1041,Coronet Bay Public Ramp,1,1,,
2005,4,18,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",26,53,,
2005,4,19,NA,13,1240,Steilacoom Public Ramp,2,3,,
2005,4,20,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,1,,
2005,4,20,NA,11,1174,Point Defiance Public Ramp,1,2,,
2005,4,20,NA,13,1174,Point Defiance Public Ramp,1,2,,
2005,4,20,NA,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,1,1,,
2005,4,21,NA,6,1041,Coronet Bay Public Ramp,2,2,,
2005,4,21,NA,7,1041,Coronet Bay Public Ramp,8,16,,
2005,4,21,NA,6,1072,Freshwater Bay Ramp,8,15,,
2005,4,21,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),6,12,,
2005,4,21,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",39,72,,
2005,4,21,NA,6,1192,Port Townsend Boat Haven Ramp,1,1,,
2005,4,21,NA,7,1192,Port Townsend Boat Haven Ramp,1,2,,
2005,4,21,NA,7,1268,Washington Park Launch Ramp,1,2,,
2005,4,21,NA,13,1276,Wollochet Bay Public Ramp,1,1,,
2005,4,21,NA,13,1561,Narrows Park (aka Narrows Properties Park),2,2,,
2005,4,22,NA,6,1041,Coronet Bay Public Ramp,5,9,,
2005,4,22,NA,7,1041,Coronet Bay Public Ramp,13,28,,
2005,4,22,NA,13,1070,Fox Island Public Ramp,2,3,,
2005,4,22,NA,6,1107,John Wayne Marina,1,3,,
2005,4,22,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),9,19,,
2005,4,22,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,
2005,4,22,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",21,40,,
2005,4,22,NA,6,1187,Port Angeles West Ramp,9,21,,
2005,4,22,NA,6,1192,Port Townsend Boat Haven Ramp,1,2,,
2005,4,22,NA,10,1227,Shilshole Public Ramp,1,3,,
2005,4,22,NA,6,1268,Washington Park Launch Ramp,1,2,,
2005,4,22,NA,7,1268,Washington Park Launch Ramp,8,18,,
2005,4,23,NA,6,1041,Coronet Bay Public Ramp,8,20,,
2005,4,23,NA,7,1041,Coronet Bay Public Ramp,20,43,,
2005,4,23,NA,13,1093,Hartstene Is. Ramp (aka Latimer's Landing),1,1,,
2005,4,23,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),13,32,,
2005,4,23,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),4,14,,
2005,4,23,NA,4B,1159,Olson's Resort,1,5,,
2005,4,23,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",86,197,,
2005,4,23,NA,9,1227,Shilshole Public Ramp,1,3,,
2005,4,23,NA,10,1227,Shilshole Public Ramp,3,8,,
2005,4,23,NA,6,1268,Washington Park Launch Ramp,2,5,,
2005,4,23,NA,7,1268,Washington Park Launch Ramp,8,16,,
2005,4,24,NA,6,1041,Coronet Bay Public Ramp,7,20,,
2005,4,24,NA,7,1041,Coronet Bay Public Ramp,19,44,,
2005,4,24,NA,81,1041,Coronet Bay Public Ramp,1,2,,
2005,4,24,NA,6,1072,Freshwater Bay Ramp,7,14,,
2005,4,24,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",2,4,,
2005,4,24,NA,7,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,
2005,4,24,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),16,37,,
2005,4,24,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,
2005,4,24,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",39,96,,
2005,4,24,NA,7,1268,Washington Park Launch Ramp,13,27,,
2005,4,25,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",7,12,,
2005,4,25,NA,7,1268,Washington Park Launch Ramp,1,2,,
2005,4,28,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",15,32,,
2005,4,29,NA,11,1086,Gig Harbor Ramp,1,1,,
2005,4,29,NA,6,1107,John Wayne Marina,7,12,,
2005,4,29,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,2,,
2005,4,29,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",10,20,,
2005,4,29,NA,13,1279,Zittels Marina,1,1,,
2005,4,30,NA,6,1041,Coronet Bay Public Ramp,8,17,,
2005,4,30,NA,7,1041,Coronet Bay Public Ramp,10,22,,
2005,4,30,NA,9,1041,Coronet Bay Public Ramp,1,2,,
2005,4,30,NA,81,1041,Coronet Bay Public Ramp,1,3,,
2005,4,30,NA,13,1126,Luhr Beach Ramp,2,5,,
2005,4,30,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",4,7,,
2005,4,30,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",31,69,,
2005,5,1,NA,9,1006,Armeni Public Ramp,2,4,,
2005,5,1,NA,10,1006,Armeni Public Ramp,49,113,,
2005,5,1,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,22,58,,
2005,5,1,NA,9,1055,Edmonds Boat Basin (Public Sling),38,97,,
2005,5,1,NA,10,1055,Edmonds Boat Basin (Public Sling),1,2,,
2005,5,1,NA,6,1072,Freshwater Bay Ramp,10,26,,
2005,5,1,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,3,,
2005,5,1,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",21,46,,
2005,5,1,NA,7,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,3,,
2005,5,1,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),61,141,,
2005,5,1,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),28,66,,
2005,5,1,NA,11,1173,Point Defiance Boathouse,8,15,,
2005,5,1,NA,13,1173,Point Defiance Boathouse,3,6,,
2005,5,1,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",56,123,,
2005,5,2,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",3,5,,
2005,5,2,NA,11,1173,Point Defiance Boathouse,1,2,,
2005,5,2,NA,13,1173,Point Defiance Boathouse,1,2,,
2005,5,2,NA,6,1187,Port Angeles West Ramp,12,24,,
2005,5,3,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",2,3,,
2005,5,3,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,2,,
2005,5,3,NA,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,1,1,,
2005,5,4,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",2,4,,
2005,5,4,NA,11,1173,Point Defiance Boathouse,2,4,,
2005,5,5,NA,6,1107,John Wayne Marina,11,24,,
2005,5,5,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),9,17,,
2005,5,5,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,7,,
2005,5,5,NA,11,1173,Point Defiance Boathouse,1,2,,
2005,5,5,NA,13,1173,Point Defiance Boathouse,1,2,,
2005,5,5,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",29,63,,
2005,5,5,NA,6,1187,Port Angeles West Ramp,7,15,,
2005,5,6,NA,10,1006,Armeni Public Ramp,7,14,,
2005,5,6,NA,7,1041,Coronet Bay Public Ramp,4,7,,
2005,5,6,NA,81,1041,Coronet Bay Public Ramp,9,15,,
2005,5,6,NA,6,1072,Freshwater Bay Ramp,6,13,,
2005,5,6,NA,9,1144,Mukilteo Lighthouse Park (State Park Public Ramp),3,6,,
2005,5,6,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",23,52,,
2005,5,6,NA,10,1227,Shilshole Public Ramp,4,6,,
2005,5,7,NA,6,1041,Coronet Bay Public Ramp,5,11,,
2005,5,7,NA,7,1041,Coronet Bay Public Ramp,20,41,,
2005,5,7,NA,81,1041,Coronet Bay Public Ramp,12,26,,
2005,5,7,NA,9,1055,Edmonds Boat Basin (Public Sling),14,29,,
2005,5,7,NA,10,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,2,,
2005,5,7,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",2,4,,
2005,5,7,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",10,16,,
2005,5,7,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),18,43,,
2005,5,7,NA,81,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,
2005,5,7,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),17,35,,
2005,5,7,NA,5,1159,Olson's Resort,2,7,,
2005,5,7,NA,4B,1159,Olson's Resort,3,7,,
2005,5,7,NA,11,1173,Point Defiance Boathouse,3,5,,
2005,5,7,NA,13,1173,Point Defiance Boathouse,1,1,,
2005,5,7,NA,11,1174,Point Defiance Public Ramp,5,10,,
2005,5,7,NA,13,1174,Point Defiance Public Ramp,3,7,,
2005,5,7,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",57,122,,
2005,5,7,NA,9,1227,Shilshole Public Ramp,1,2,,
2005,5,7,NA,10,1227,Shilshole Public Ramp,8,18,,
2005,5,8,NA,10,1006,Armeni Public Ramp,6,14,,
2005,5,8,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,8,31,,
2005,5,8,NA,7,1041,Coronet Bay Public Ramp,9,24,,
2005,5,8,NA,81,1041,Coronet Bay Public Ramp,9,18,,
2005,5,8,NA,9,1144,Mukilteo Lighthouse Park (State Park Public Ramp),6,14,,
2005,5,8,NA,82,1144,Mukilteo Lighthouse Park (State Park Public Ramp),2,3,,
2005,5,8,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",3,5,,
2005,5,8,NA,7,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,
2005,5,8,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),16,36,,
2005,5,8,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),5,10,,
2005,5,8,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",25,63,,
2005,5,8,NA,9,1192,Port Townsend Boat Haven Ramp,1,3,,
2005,5,9,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,1,1,,
2005,5,9,NA,11,1173,Point Defiance Boathouse,2,3,,
2005,5,9,NA,13,1174,Point Defiance Public Ramp,1,3,,
2005,5,9,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",7,14,,
2005,5,9,NA,13,1235,Solo Point (Tatsolo Pt-Ft Lewis) Rm,1,1,,
2005,5,9,NA,7,1268,Washington Park Launch Ramp,3,7,,
2005,5,10,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,5,,
2005,5,10,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,3,,
2005,5,10,NA,11,1173,Point Defiance Boathouse,4,5,,
2005,5,10,NA,13,1174,Point Defiance Public Ramp,1,2,,
2005,5,11,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,4,7,,
2005,5,11,NA,9,1055,Edmonds Boat Basin (Public Sling),2,5,,
2005,5,11,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",4,6,,
2005,5,11,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),7,17,,
2005,5,11,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),8,17,,
2005,5,11,NA,13,1279,Zittels Marina,1,2,,
2005,5,12,NA,7,1041,Coronet Bay Public Ramp,4,7,,
2005,5,12,NA,81,1041,Coronet Bay Public Ramp,6,10,,
2005,5,12,NA,6,1107,John Wayne Marina,8,16,,
2005,5,12,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",28,55,,
2005,5,12,NA,6,1187,Port Angeles West Ramp,6,11,,
2005,5,13,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,4,9,,
2005,5,13,NA,6,1041,Coronet Bay Public Ramp,3,6,,
2005,5,13,NA,7,1041,Coronet Bay Public Ramp,9,18,,
2005,5,13,NA,81,1041,Coronet Bay Public Ramp,7,14,,
2005,5,13,NA,6,1072,Freshwater Bay Ramp,3,7,,
2005,5,13,NA,6,1107,John Wayne Marina,13,26,,
2005,5,13,NA,7,1107,John Wayne Marina,1,2,,
2005,5,13,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),5,10,,
2005,5,13,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),5,9,,
2005,5,13,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",28,61,,
2005,5,14,NA,10,1006,Armeni Public Ramp,11,25,,
2005,5,14,NA,6,1041,Coronet Bay Public Ramp,3,7,,
2005,5,14,NA,7,1041,Coronet Bay Public Ramp,15,39,,
2005,5,14,NA,81,1041,Coronet Bay Public Ramp,13,31,,
2005,5,14,NA,9,1055,Edmonds Boat Basin (Public Sling),3,5,,
2005,5,14,NA,13,1093,Hartstene Is. Ramp (aka Latimer's Landing),2,2,,
2005,5,14,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",13,28,,
2005,5,14,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),11,25,,
2005,5,14,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),5,12,,
2005,5,14,NA,5,1159,Olson's Resort,6,15,,
2005,5,14,NA,4B,1159,Olson's Resort,8,21,,
2005,5,14,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",65,140,,
2005,5,14,NA,7,1268,Washington Park Launch Ramp,32,83,,
2005,5,14,NA,81,1268,Washington Park Launch Ramp,1,2,,
2005,5,15,NA,10,1006,Armeni Public Ramp,9,23,,
2005,5,15,NA,6,1041,Coronet Bay Public Ramp,1,3,,
2005,5,15,NA,7,1041,Coronet Bay Public Ramp,15,37,,
2005,5,15,NA,81,1041,Coronet Bay Public Ramp,16,37,,
2005,5,15,NA,13,1046,Dash Point Dock,3,4,,
2005,5,15,NA,6,1107,John Wayne Marina,18,41,,
2005,5,15,NA,7,1107,John Wayne Marina,3,9,,
2005,5,15,NA,9,1144,Mukilteo Lighthouse Park (State Park Public Ramp),1,3,,
2005,5,15,NA,82,1144,Mukilteo Lighthouse Park (State Park Public Ramp),2,6,,
2005,5,15,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",7,13,,
2005,5,15,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),7,17,,
2005,5,15,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),4,8,,
2005,5,15,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",49,117,,
2005,5,16,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,1,2,,
2005,5,16,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",2,4,,
2005,5,16,NA,11,1173,Point Defiance Boathouse,2,2,,
2005,5,16,NA,13,1173,Point Defiance Boathouse,1,2,,
2005,5,16,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",7,15,,
2005,5,16,NA,11,1281,Point Defiance Boathhouse Dock,6,6,,
2005,5,17,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",3,4,,
2005,5,17,NA,13,1276,Wollochet Bay Public Ramp,1,1,,
2005,5,17,NA,13,1561,Narrows Park (aka Narrows Properties Park),2,2,,
2005,5,18,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,2,,
2005,5,18,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,2,,
2005,5,18,NA,11,1173,Point Defiance Boathouse,1,1,,
2005,5,18,NA,13,1561,Narrows Park (aka Narrows Properties Park),6,6,,
2005,5,19,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",26,53,,
2005,5,19,NA,6,1187,Port Angeles West Ramp,6,13,,
2005,5,20,NA,6,1041,Coronet Bay Public Ramp,1,2,,
2005,5,20,NA,7,1041,Coronet Bay Public Ramp,3,7,,
2005,5,20,NA,81,1041,Coronet Bay Public Ramp,5,12,,
2005,5,20,NA,6,1072,Freshwater Bay Ramp,9,15,,
2005,5,20,NA,6,1107,John Wayne Marina,9,18,,
2005,5,20,NA,7,1107,John Wayne Marina,1,3,,
2005,5,20,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,6,,
2005,5,20,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,1,,
2005,5,20,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",14,30,,
2005,5,20,NA,7,1268,Washington Park Launch Ramp,7,17,,
2005,5,20,NA,13,1561,Narrows Park (aka Narrows Properties Park),11,11,,
2005,5,21,NA,6,1041,Coronet Bay Public Ramp,3,6,,
2005,5,21,NA,7,1041,Coronet Bay Public Ramp,20,50,,
2005,5,21,NA,81,1041,Coronet Bay Public Ramp,18,41,,
2005,5,21,NA,6,1072,Freshwater Bay Ramp,7,13,,
2005,5,21,NA,9,1144,Mukilteo Lighthouse Park (State Park Public Ramp),12,27,,
2005,5,21,NA,82,1144,Mukilteo Lighthouse Park (State Park Public Ramp),5,12,,
2005,5,21,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",2,5,,
2005,5,21,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",11,24,,
2005,5,21,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),9,19,,
2005,5,21,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),22,53,,
2005,5,21,NA,5,1159,Olson's Resort,5,15,,
2005,5,21,NA,15,1159,Olson's Resort,1,4,,
2005,5,21,NA,4B,1159,Olson's Resort,7,17,,
2005,5,21,NA,11,1174,Point Defiance Public Ramp,4,8,,
2005,5,21,NA,13,1174,Point Defiance Public Ramp,6,11,,
2005,5,21,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",67,138,,
2005,5,21,NA,7,1268,Washington Park Launch Ramp,27,66,,
2005,5,22,NA,10,1006,Armeni Public Ramp,4,15,,
2005,5,22,NA,7,1013,Bellingham Ramp (Glenn St.) Squalicum Harbor,4,11,,
2005,5,22,NA,7,1041,Coronet Bay Public Ramp,4,10,,
2005,5,22,NA,81,1041,Coronet Bay Public Ramp,13,29,,
2005,5,22,NA,11,1149,"Narrows Marina (Boathouse, Ramp, Rental)",1,3,,
2005,5,22,NA,13,1149,"Narrows Marina (Boathouse, Ramp, Rental)",8,15,,
2005,5,22,NA,7,1151,Everett Ramp (formerly Norton Street Ramp (2010)),1,3,,
2005,5,22,NA,9,1151,Everett Ramp (formerly Norton Street Ramp (2010)),3,7,,
2005,5,22,NA,82,1151,Everett Ramp (formerly Norton Street Ramp (2010)),5,10,,
2005,5,22,NA,6,1186,"Ediz Hook, Port Angeles Public Ramp",32,66,,
