Day,Date,Year,Time UTC,Time PST,Latitude,Longitude,Latitude,Longitude,Accuracy,Location,select_direction,select_distance,quad_number,vessel,action,kayak_num,incidents,ODK conversion,select_previous,select_photo,whaleinfoYN,SPP data,whaleinfoY_whaleID,whaleinfoY_Idphoto,whaleinfoY_behavior,whaleinfoY_behaviorchange,Initials,Comments
Sun,10-Sep,2017,21:15:08,14:15:08,48.44573833,-122.9852983,"48° 26' 44.65"" N","122° 59' 07.07"" W",5,South beach,S,0.5,185,PM,T,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,"White with black sport fisher with fishing net 
Wdfw intercepted"
Sun,10-Sep,2017,21:15:08,14:15:08,48.44573833,-122.9852983,"48° 26' 44.65"" N","122° 59' 07.07"" W",5,South beach,S,0.5,185,PM,T,,Fast_withinquartermile_whales,Fast withinquartermile whales,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,"White with black sport fisher with fishing net 
Wdfw intercepted"
Sun,10-Sep,2017,21:30:50,14:30:50,48.44760833,-122.99948,"48° 26' 51.38"" N","122° 59' 58.12"" W",4.8,South beach,S,0.5,185,PM,T,,incorrectfast_approach ,incorrectfast approach ,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Wn 7468 SK white silver aluminum North River speeding directly through the middle of the whales used airhorn to get to stop but vessel picked up speed shortly after.
Sun,10-Sep,2017,21:30:50,14:30:50,48.44760833,-122.99948,"48° 26' 51.38"" N","122° 59' 58.12"" W",4.8,South beach,S,0.5,185,PM,T,,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Wn 7468 SK white silver aluminum North River speeding directly through the middle of the whales used airhorn to get to stop but vessel picked up speed shortly after.
Sun,10-Sep,2017,22:40:14,15:40:14,48.47989333,-123.1017833,"48° 28' 47.61"" N","123° 06' 06.41"" W",5,Pile pt,W,0.25,184,MM,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,Raydiance engaged in rec contact with vessel we approached whales
Sun,10-Sep,2017,22:40:14,15:40:14,48.47989333,-123.1017833,"48° 28' 47.61"" N","123° 06' 06.41"" W",5,Pile pt,W,0.25,184,MM,WO,,100_yards_under_power,100 yards under power,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,Raydiance engaged in rec contact with vessel we approached whales
Sun,10-Sep,2017,22:41:57,15:41:57,48.47955333,-123.1025817,"48° 28' 46.39"" N","123° 06' 09.29"" W",4.9,Pile pt,W,0.25,184,PM,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,"BC 1108384 photo frame 6201
Rec contact occurred right before this incident"
Sun,10-Sep,2017,22:41:57,15:41:57,48.47955333,-123.1025817,"48° 28' 46.39"" N","123° 06' 09.29"" W",4.9,Pile pt,W,0.25,184,PM,WO,,100_yards_under_power,100 yards under power,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,"BC 1108384 photo frame 6201
Rec contact occurred right before this incident"
Sun,10-Sep,2017,22:41:57,15:41:57,48.47955333,-123.1025817,"48° 28' 46.39"" N","123° 06' 09.29"" W",4.9,Pile pt,W,0.25,184,PM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4s,photo_y,behavior_unk,U,CIJ,"BC 1108384 photo frame 6201
Rec contact occurred right before this incident"
Sun,10-Sep,2017,22:43:15,15:43:15,48.47938,-123.1023667,"48° 28' 45.76"" N","123° 06' 08.52"" W",5,Pile pt,W,0.25,184,EC,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,info_yes,SRKW,"L4s,",photo_y,behavior_unk,U,CIJ,"Orca spirit adventure Orca Mist
Photo frame 6203, 6197-6200 
**Call company"
Sun,10-Sep,2017,22:43:15,15:43:15,48.47938,-123.1023667,"48° 28' 45.76"" N","123° 06' 08.52"" W",5,Pile pt,W,0.25,184,EC,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_yes,SRKW,"L4s,",photo_y,behavior_unk,U,CIJ,"Orca spirit adventure Orca Mist
Photo frame 6203, 6197-6200 
**Call company"
Sun,10-Sep,2017,22:43:15,15:43:15,48.47938,-123.1023667,"48° 28' 45.76"" N","123° 06' 08.52"" W",5,Pile pt,W,0.25,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,"L4s,",photo_y,behavior_unk,U,CIJ,"Orca spirit adventure Orca Mist
Photo frame 6203, 6197-6200 
**Call company"
Sun,10-Sep,2017,22:48:14,15:48:14,48.48022833,-123.1018467,"48° 28' 48.82"" N","123° 06' 06.64"" W",4.9,Pile pt,W,0.25,184,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,"L4s, L55",photo_y,behavior_unk,U,CIJ,Penial  photo frame 6199-6201
Sun,10-Sep,2017,23:07:29,16:07:29,48.47817167,-123.1003217,"48° 28' 41.41"" N","123° 06' 01.15"" W",4.7,Pile pt,S,0.25,184,PM,WO,,400yd_inthepath,400yd inthepath,contact_yes,photo_y,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Bellezza vessel had prior rec contact with photo frame: 6209-6212
Sun,10-Sep,2017,23:07:29,16:07:29,48.47817167,-123.1003217,"48° 28' 41.41"" N","123° 06' 01.15"" W",4.7,Pile pt,S,0.25,184,PM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_yes,photo_y,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Bellezza vessel had prior rec contact with photo frame: 6209-6212
Sun,10-Sep,2017,23:07:29,16:07:29,48.47817167,-123.1003217,"48° 28' 41.41"" N","123° 06' 01.15"" W",4.7,Pile pt,S,0.25,184,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_yes,photo_y,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Bellezza vessel had prior rec contact with photo frame: 6209-6212
Sun,10-Sep,2017,23:20:34,16:20:34,48.47771,-123.0953983,"48° 28' 39.75"" N","123° 05' 43.43"" W",4.6,Pile pt,E,0.25,184,MM,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_yes,SRKW,"L4s, L55",photo_n,behavior_unk,U,CIJ,Raydiance encaged in follow up rec contact with Bellezza whales approached us began slow backing up to increase distance from whale
Sun,10-Sep,2017,23:20:34,16:20:34,48.47771,-123.0953983,"48° 28' 39.75"" N","123° 05' 43.43"" W",4.6,Pile pt,E,0.25,184,MM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,"L4s, L55",photo_n,behavior_unk,U,CIJ,Raydiance encaged in follow up rec contact with Bellezza whales approached us began slow backing up to increase distance from whale
Sun,10-Sep,2017,23:22:26,16:22:26,48.47718167,-123.096755,"48° 28' 37.85"" N","123° 05' 48.31"" W",4.6,Pile pt,E,0.25,184,PM,WO,,400yd_inthepath ,400yd inthepath ,contact_yes,photo_n,info_yes,SRKW,"L4s, L55",photo_n,behavior_unk,U,CIJ,Bellezza sw was doing rec contact with vessel
Sun,10-Sep,2017,23:22:26,16:22:26,48.47718167,-123.096755,"48° 28' 37.85"" N","123° 05' 48.31"" W",4.6,Pile pt,E,0.25,184,PM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_yes,photo_n,info_yes,SRKW,"L4s, L55",photo_n,behavior_unk,U,CIJ,Bellezza sw was doing rec contact with vessel
Sun,10-Sep,2017,23:22:26,16:22:26,48.47718167,-123.096755,"48° 28' 37.85"" N","123° 05' 48.31"" W",4.6,Pile pt,E,0.25,184,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_yes,photo_n,info_yes,SRKW,"L4s, L55",photo_n,behavior_unk,U,CIJ,Bellezza sw was doing rec contact with vessel
Sun,10-Sep,2017,23:25:09,16:25:09,48.47893,-123.10111,"48° 28' 44.14"" N","123° 06' 03.99"" W",4.7,Pile pt,E,0.25,184,GN,R,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_yes,SRKW,"L4s, L55",photo_n,behavior_unk,U,CIJ,Phocena engaged in sample collection
Sun,10-Sep,2017,23:25:09,16:25:09,48.47893,-123.10111,"48° 28' 44.14"" N","123° 06' 03.99"" W",4.7,Pile pt,E,0.25,184,GN,R,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_yes,SRKW,"L4s, L55",photo_n,behavior_unk,U,CIJ,Phocena engaged in sample collection
Sun,10-Sep,2017,23:25:09,16:25:09,48.47893,-123.10111,"48° 28' 44.14"" N","123° 06' 03.99"" W",4.7,Pile pt,E,0.25,184,GN,R,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_yes,SRKW,"L4s, L55",photo_n,behavior_unk,U,CIJ,Phocena engaged in sample collection
Sun,10-Sep,2017,23:44:51,16:44:51,48.47251,-123.0892267,"48° 28' 21.03"" N","123° 05' 21.21"" W",4.4,False bay,S,0.5,184,EC,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Gold wing photo frame 6213-15
Sun,10-Sep,2017,23:44:51,16:44:51,48.47251,-123.0892267,"48° 28' 21.03"" N","123° 05' 21.21"" W",4.4,False bay,S,0.5,184,EC,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Gold wing photo frame 6213-15
Sun,10-Sep,2017,23:44:51,16:44:51,48.47251,-123.0892267,"48° 28' 21.03"" N","123° 05' 21.21"" W",4.4,False bay,S,0.5,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Gold wing photo frame 6213-15
Sun,10-Sep,2017,0:00:39,17:00:39,48.47367333,-123.08381,"48° 28' 25.22"" N","123° 05' 01.71"" W",4.9,False bay,S,0.5,184,MM,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,"L4s,",photo_y,behavior_unk,U,CIJ,Raydiance whale approached us shut down as soon as saw animal photo frame 6223-26
Sun,10-Sep,2017,0:00:39,17:00:39,48.47367333,-123.08381,"48° 28' 25.22"" N","123° 05' 01.71"" W",4.9,False bay,S,0.5,184,MM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_yes,SRKW,"L4s,",photo_y,behavior_unk,U,CIJ,Raydiance whale approached us shut down as soon as saw animal photo frame 6223-26
Sun,10-Sep,2017,0:00:39,17:00:39,48.47367333,-123.08381,"48° 28' 25.22"" N","123° 05' 01.71"" W",4.9,False bay,S,0.5,184,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,"L4s,",photo_y,behavior_unk,U,CIJ,Raydiance whale approached us shut down as soon as saw animal photo frame 6223-26
Sun,10-Sep,2017,0:40:19,17:40:19,48.46343,-123.0626033,"48° 27' 48.34"" N","123° 03' 45.37"" W",4.3,False bay,E,0.75,185,EC,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Orange zodiac with black rubber on pontoon Photo of just boat 6229
Sun,10-Sep,2017,0:40:19,17:40:19,48.46343,-123.0626033,"48° 27' 48.34"" N","123° 03' 45.37"" W",4.3,False bay,E,0.75,185,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4s,photo_n,behavior_unk,U,CIJ,Orange zodiac with black rubber on pontoon Photo of just boat 6229
Mon,11-Sep,2017,17:57:28,10:57:28,48.555615,-123.1843017,"48° 33' 20.21"" N","123° 11' 03.48"" W",4.9,Andrews bay,NW,1,176,PM,T,,inshore_of_whales ,inshore of whales ,contact_no,photo_y,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,"6252-6257, ? Mist Kodiak, Jesse tried hailing on 16 no contact proceeded to speed through whales tried to flag down unsuccessfully, straitwatch was able to make contact"
Mon,11-Sep,2017,17:57:28,10:57:28,48.555615,-123.1843017,"48° 33' 20.21"" N","123° 11' 03.48"" W",4.9,Andrews bay,NW,1,176,PM,T,,high_speed_within_400,high speed within 400,contact_no,photo_y,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,"6252-6257, ? Mist Kodiak, Jesse tried hailing on 16 no contact proceeded to speed through whales tried to flag down unsuccessfully, straitwatch was able to make contact"
Mon,11-Sep,2017,17:57:28,10:57:28,48.555615,-123.1843017,"48° 33' 20.21"" N","123° 11' 03.48"" W",4.9,Andrews bay,NW,1,176,PM,T,,200_yards_under_power ,200 yards under power ,contact_no,photo_y,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,"6252-6257, ? Mist Kodiak, Jesse tried hailing on 16 no contact proceeded to speed through whales tried to flag down unsuccessfully, straitwatch was able to make contact"
Mon,11-Sep,2017,17:57:28,10:57:28,48.555615,-123.1843017,"48° 33' 20.21"" N","123° 11' 03.48"" W",4.9,Andrews bay,NW,1,176,PM,T,,100_yards_under_power ,100 yards under power ,contact_no,photo_y,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,"6252-6257, ? Mist Kodiak, Jesse tried hailing on 16 no contact proceeded to speed through whales tried to flag down unsuccessfully, straitwatch was able to make contact"
Mon,11-Sep,2017,17:57:28,10:57:28,48.555615,-123.1843017,"48° 33' 20.21"" N","123° 11' 03.48"" W",4.9,Andrews bay,NW,1,176,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,"6252-6257, ? Mist Kodiak, Jesse tried hailing on 16 no contact proceeded to speed through whales tried to flag down unsuccessfully, straitwatch was able to make contact"
Mon,11-Sep,2017,18:22:51,11:22:51,48.58124833,-123.2061167,"48° 34' 52.49"" N","123° 12' 22.02"" W",4.2,Kellett bluff,W,1,176,PM,F,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,Ls,photo_n,behavior_unk,,JMB,"Whales approached him, he didn't take action to get out of the path and continued fishing"
Mon,11-Sep,2017,18:22:51,11:22:51,48.58124833,-123.2061167,"48° 34' 52.49"" N","123° 12' 22.02"" W",4.2,Kellett bluff,W,1,176,PM,F,,100_yards_under_power ,100 yards under power ,contact_no,photo_n,info_no,SRKW,Ls,photo_n,behavior_unk,,JMB,"Whales approached him, he didn't take action to get out of the path and continued fishing"
Mon,11-Sep,2017,18:22:51,11:22:51,48.58124833,-123.2061167,"48° 34' 52.49"" N","123° 12' 22.02"" W",4.2,Kellett bluff,W,1,176,PM,F,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_no,SRKW,Ls,photo_n,behavior_unk,,JMB,"Whales approached him, he didn't take action to get out of the path and continued fishing"
Mon,11-Sep,2017,18:22:51,11:22:51,48.58124833,-123.2061167,"48° 34' 52.49"" N","123° 12' 22.02"" W",4.2,Kellett bluff,W,1,176,PM,F,,fishing_within100yds,fishing within100yds,contact_no,photo_n,info_no,SRKW,Ls,photo_n,behavior_unk,,JMB,"Whales approached him, he didn't take action to get out of the path and continued fishing"
Mon,11-Sep,2017,18:22:51,11:22:51,48.58124833,-123.2061167,"48° 34' 52.49"" N","123° 12' 22.02"" W",4.2,Kellett bluff,W,1,176,PM,F,,fishing_within200yds,fishing within200yds,contact_no,photo_n,info_no,SRKW,Ls,photo_n,behavior_unk,,JMB,"Whales approached him, he didn't take action to get out of the path and continued fishing"
Mon,11-Sep,2017,19:38:34,12:38:34,48.61000167,-123.207775,"48° 36' 36.00"" N","123° 12' 27.98"" W",4.7,Henery island,W,0.5,169,MM,WO,0,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_yes,SRKW,L pod,photo_y,behavior_n,Na,JEH,Sound watch
Mon,11-Sep,2017,19:38:34,12:38:34,48.61000167,-123.207775,"48° 36' 36.00"" N","123° 12' 27.98"" W",4.7,Henery island,W,0.5,169,MM,WO,0,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,L pod,photo_y,behavior_n,Na,JEH,Sound watch
Mon,11-Sep,2017,19:42:19,12:42:19,48.60884,-123.2079733,"48° 36' 31.82"" N","123° 12' 28.70"" W",4.1,Kellett,N,1.75,169,PS,T,,200_yards_under_power,200 yards under power,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,6263
Mon,11-Sep,2017,19:42:19,12:42:19,48.60884,-123.2079733,"48° 36' 31.82"" N","123° 12' 28.70"" W",4.1,Kellett,N,1.75,169,PS,T,,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,6263
Mon,11-Sep,2017,20:04:34,13:04:34,48.63825833,-123.214295,"48° 38' 17.72"" N","123° 12' 51.46"" W",4.8,Stuart,S,1,170,PM,T,,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Attempted to contact on 16 multiple times, air horn and honking from hobbes, proceeded to cross over the path of whales at speed, Hobbes finally made contact on 16 and strait watch made contact, Gear Up"
Mon,11-Sep,2017,20:04:34,13:04:34,48.63825833,-123.214295,"48° 38' 17.72"" N","123° 12' 51.46"" W",4.8,Stuart,S,1,170,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Attempted to contact on 16 multiple times, air horn and honking from hobbes, proceeded to cross over the path of whales at speed, Hobbes finally made contact on 16 and strait watch made contact, Gear Up"
Mon,11-Sep,2017,20:22:39,13:22:39,48.65420333,-123.216345,"48° 39' 15.13"" N","123° 12' 58.84"" W",5,Stuart,SW,0.75,170,PM,T,,200_yards_under_power ,200 yards under power ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"6264-6268, drove into path and proceeded to drive past them within 100 yards, large white yacht"
Mon,11-Sep,2017,20:22:39,13:22:39,48.65420333,-123.216345,"48° 39' 15.13"" N","123° 12' 58.84"" W",5,Stuart,SW,0.75,170,PM,T,,100_yards_under_power ,100 yards under power ,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"6264-6268, drove into path and proceeded to drive past them within 100 yards, large white yacht"
Mon,11-Sep,2017,20:22:39,13:22:39,48.65420333,-123.216345,"48° 39' 15.13"" N","123° 12' 58.84"" W",5,Stuart,SW,0.75,170,PM,T,,400yd_inthepath,400yd inthepath,contact_no,photo_y,info_no,SRKW,,photo_n,behavior_unk,,JMB,"6264-6268, drove into path and proceeded to drive past them within 100 yards, large white yacht"
Mon,11-Sep,2017,21:52:48,14:52:48,48.72725,-123.2577833,"48° 43' 38.09"" N","123° 15' 28.01"" W",4.6,South pender,S,0.75,164,PM,T,,high_speed_within_400,high speed within 400,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Strait watch made contact on 16 and got them to slow
Mon,11-Sep,2017,21:52:48,14:52:48,48.72725,-123.2577833,"48° 43' 38.09"" N","123° 15' 28.01"" W",4.6,South pender,S,0.75,164,PM,T,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Strait watch made contact on 16 and got them to slow
Mon,11-Sep,2017,21:54:47,14:54:47,48.72955,-123.259775,"48° 43' 46.38"" N","123° 15' 35.19"" W",4.8,South pender,S,0.75,164,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Salish sea dreams announced shutdown on 79
Mon,11-Sep,2017,21:54:47,14:54:47,48.72955,-123.259775,"48° 43' 46.38"" N","123° 15' 35.19"" W",4.8,South pender,S,0.75,164,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Salish sea dreams announced shutdown on 79
Mon,11-Sep,2017,22:20:52,15:20:52,48.75249167,-123.287595,"48° 45' 08.97"" N","123° 17' 15.34"" W",5,South pender,S,0.25,163,MM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Sound watch, we were approaching an oncoming rec boater and the whales caught us with us and mobbed us"
Mon,11-Sep,2017,22:20:52,15:20:52,48.75249167,-123.287595,"48° 45' 08.97"" N","123° 17' 15.34"" W",5,South pender,S,0.25,163,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"Sound watch, we were approaching an oncoming rec boater and the whales caught us with us and mobbed us"
Mon,11-Sep,2017,22:48:20,15:48:20,48.76514,-123.3197767,"48° 45' 54.50"" N","123° 19' 11.19"" W",4.2,Mouat pt,S,0.5,162,EC,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"KKO, Whales had a direction change"
Mon,11-Sep,2017,22:48:20,15:48:20,48.76514,-123.3197767,"48° 45' 54.50"" N","123° 19' 11.19"" W",4.2,Mouat pt,S,0.5,162,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"KKO, Whales had a direction change"
Mon,11-Sep,2017,22:59:30,15:59:30,48.775385,-123.330055,"48° 46' 31.38"" N","123° 19' 48.19"" W",4.5,Moaudt pt,S,0.25,163,PS,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Sailboat under sail
Wed,13-Sep,2017,17:41:26,10:41:26,48.47929333,-123.11186,"48° 28' 45.45"" N","123° 06' 42.69"" W",4.9,Pile point,S,1,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"L pod, orca spirit adventures blue zodiac co1811"
Wed,13-Sep,2017,18:08:05,11:08:05,48.46944167,-123.0849617,"48° 28' 09.99"" N","123° 05' 05.86"" W",4.8,False bay,W,0.75,184,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,POW zodiac
Wed,13-Sep,2017,18:08:05,11:08:05,48.46944167,-123.0849617,"48° 28' 09.99"" N","123° 05' 05.86"" W",4.8,False bay,W,0.75,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,POW zodiac
Wed,13-Sep,2017,18:08:05,11:08:05,48.46944167,-123.0849617,"48° 28' 09.99"" N","123° 05' 05.86"" W",4.8,False bay,W,0.75,184,EC,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,1 of 2 Canadian zodiacs
Wed,13-Sep,2017,18:08:05,11:08:05,48.46944167,-123.0849617,"48° 28' 09.99"" N","123° 05' 05.86"" W",4.8,False bay,W,0.75,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,1 of 2 Canadian zodiacs
Wed,13-Sep,2017,18:08:05,11:08:05,48.46944167,-123.0849617,"48° 28' 09.99"" N","123° 05' 05.86"" W",4.8,False bay,W,0.75,184,EC,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,2 of 2 Canadian zodiacs
Wed,13-Sep,2017,18:08:05,11:08:05,48.46944167,-123.0849617,"48° 28' 09.99"" N","123° 05' 05.86"" W",4.8,False bay,W,0.75,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,2 of 2 Canadian zodiacs
Wed,13-Sep,2017,19:46:19,12:46:19,48.55517833,-123.00288,"48° 33' 18.64"" N","123° 00' 10.36"" W",4.5,Pt caution,S,0.25,,PM,WO,,high_speed_within_400,high speed within 400,contact_no,photo_n,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,6286-87
Wed,13-Sep,2017,19:46:19,12:46:19,48.55517833,-123.00288,"48° 33' 18.64"" N","123° 00' 10.36"" W",4.5,Pt caution,S,0.25,,PM,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,6286-87
Wed,13-Sep,2017,19:46:19,12:46:19,48.55517833,-123.00288,"48° 33' 18.64"" N","123° 00' 10.36"" W",4.5,Pt caution,S,0.25,,PM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,6286-87
Wed,13-Sep,2017,19:48:05,12:48:05,48.55240667,-122.9989783,"48° 33' 08.66"" N","122° 59' 56.32"" W",4.4,Friday harbor,NW,0.75,,PS,WO,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,
Wed,13-Sep,2017,19:48:05,12:48:05,48.55240667,-122.9989783,"48° 33' 08.66"" N","122° 59' 56.32"" W",4.4,Friday harbor,NW,0.75,,PS,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_n,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,
Wed,13-Sep,2017,19:48:05,12:48:05,48.55240667,-122.9989783,"48° 33' 08.66"" N","122° 59' 56.32"" W",4.4,Friday harbor,NW,0.75,,PS,WO,,100_yards_under_power,100 yards under power,contact_no,photo_n,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,
Wed,13-Sep,2017,19:48:05,12:48:05,48.55240667,-122.9989783,"48° 33' 08.66"" N","122° 59' 56.32"" W",4.4,Friday harbor,NW,0.75,,PS,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_no,SRKW,L pod,photo_n,behavior_unk,,JMB,
Wed,13-Sep,2017,19:55:56,12:55:56,48.54820833,-122.9997367,"48° 32' 53.54"" N","122° 59' 59.05"" W",4.5,Friday harbor,NW,0.75,187,Other,T,,high_speed_within_400,high speed within 400,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Elwah Washington ferry
Wed,13-Sep,2017,20:15:36,13:15:36,48.53663167,-122.9590367,"48° 32' 11.87"" N","122° 57' 32.53"" W",4.9,Turn island,W,0.5,187,EC,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,Kko
Wed,13-Sep,2017,20:32:56,13:32:56,48.52715667,-122.95222,"48° 31' 37.76"" N","122° 57' 07.99"" W",4.8,Fisherman bay,W,1,187,PM,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_no,SRKW,Unknown,photo_n,behavior_unk,na,SRY,Duckworth wn9323 SL
Wed,13-Sep,2017,20:32:56,13:32:56,48.52715667,-122.95222,"48° 31' 37.76"" N","122° 57' 07.99"" W",4.8,Fisherman bay,W,1,187,PM,WO,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_no,SRKW,Unknown,photo_n,behavior_unk,na,SRY,Duckworth wn9323 SL
Wed,13-Sep,2017,20:52:52,13:52:52,48.50823833,-122.9570367,"48° 30' 29.65"" N","122° 57' 25.33"" W",4.8,Rock point,W,1,187,EU,WO,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_no,SRKW,,photo_n,behavior_unk,,JMB,"J1, crossed behind the whales"
