start,end,today,Lat_A,Lat_edit,Longitude,Longitude,datetime,Location,direction,distance,quad_number,vessel,action,incidents,ODK conversion,select_previous,select_photo,Comments,meta:instanceID
Mon Aug 22 21:07:22 UTC 2016,Mon Aug 22 21:08:44 UTC 2016,Mon Aug 22 00:00:00 UTC 2016,48.48346,48.48346,-123.12477,-123.12477,Mon Aug 22 21:07:00 UTC 2016,Hanna heights,NW,0.5,181,PM,WO,no_go_zone ,no go zone ,contact_no,photo_n,,uuid:b77a6f66-5d46-4a22-b63b-3ab17f5dc127
Mon Aug 22 21:07:22 UTC 2016,Mon Aug 22 21:08:44 UTC 2016,Mon Aug 22 00:00:00 UTC 2016,48.48346,48.48346,-123.12477,-123.12477,Mon Aug 22 21:07:00 UTC 2016,Hanna heights,NW,0.5,181,PM,WO,incorrectfast_approach,incorrectfast approach,contact_no,photo_n,,uuid:b77a6f66-5d46-4a22-b63b-3ab17f5dc127
Mon Jul 04 19:57:38 UTC 2016,Mon Jul 04 19:58:50 UTC 2016,Mon Jul 04 00:00:00 UTC 2016,48.78892167,48.78892167,-123.0310033,-123.0310033,Mon Jul 04 19:57:00 UTC 2016,East point,NE,0.5,151,PM,WO,100_yards_under_power ,100 yards under power ,contact_no,photo_n,,uuid:f3a9d9a4-1aad-46db-bfef-1055fcab6efc
Mon Jul 04 19:57:38 UTC 2016,Mon Jul 04 19:58:50 UTC 2016,Mon Jul 04 00:00:00 UTC 2016,48.78892167,48.78892167,-123.0310033,-123.0310033,Mon Jul 04 19:57:00 UTC 2016,East point,NE,0.5,151,PM,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:f3a9d9a4-1aad-46db-bfef-1055fcab6efc
Mon Jul 11 21:10:48 UTC 2016,Mon Jul 11 21:12:50 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.41318667,48.41318667,-122.8443933,-122.8443933,Mon Jul 11 21:10:00 UTC 2016,Coleville island,W,1,224,PM,T,inshore_of_whales ,inshore of whales ,contact_no,photo_n,,uuid:85ed6132-a2cb-44cf-b12c-46aa608acff7
Mon Jul 11 21:10:48 UTC 2016,Mon Jul 11 21:12:50 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.41318667,48.41318667,-122.8443933,-122.8443933,Mon Jul 11 21:10:00 UTC 2016,Coleville island,W,1,224,PM,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:85ed6132-a2cb-44cf-b12c-46aa608acff7
Mon Jul 11 21:10:48 UTC 2016,Mon Jul 11 21:12:50 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.41318667,48.41318667,-122.8443933,-122.8443933,Mon Jul 11 21:10:00 UTC 2016,Coleville island,W,1,224,PM,T,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:85ed6132-a2cb-44cf-b12c-46aa608acff7
Mon Jul 11 21:10:48 UTC 2016,Mon Jul 11 21:12:50 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.41318667,48.41318667,-122.8443933,-122.8443933,Mon Jul 11 21:10:00 UTC 2016,Coleville island,W,1,224,PM,T,Fast_withinquartermile_whales,Fast withinquartermile whales,contact_no,photo_n,,uuid:85ed6132-a2cb-44cf-b12c-46aa608acff7
Mon Jul 11 21:19:39 UTC 2016,Mon Jul 11 21:20:53 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.413415,48.413415,-122.8669233,-122.8669233,Mon Jul 11 21:19:00 UTC 2016,Ice berg point,S,0.5,224,PM,T,inshore_of_whales ,inshore of whales ,contact_no,photo_n,,uuid:dd083f84-6d4d-49f0-9c90-c716f962a05f
Mon Jul 11 21:19:39 UTC 2016,Mon Jul 11 21:20:53 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.413415,48.413415,-122.8669233,-122.8669233,Mon Jul 11 21:19:00 UTC 2016,Ice berg point,S,0.5,224,PM,T,high_speed_within_400,high speed within 400,contact_no,photo_n,,uuid:dd083f84-6d4d-49f0-9c90-c716f962a05f
Mon Jul 11 21:19:39 UTC 2016,Mon Jul 11 21:20:53 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.413415,48.413415,-122.8669233,-122.8669233,Mon Jul 11 21:19:00 UTC 2016,Ice berg point,S,0.5,224,PM,T,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:dd083f84-6d4d-49f0-9c90-c716f962a05f
Mon Jul 11 21:19:39 UTC 2016,Mon Jul 11 21:20:53 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.413415,48.413415,-122.8669233,-122.8669233,Mon Jul 11 21:19:00 UTC 2016,Ice berg point,S,0.5,224,PM,T,Fast_withinquartermile_whales ,Fast withinquartermile whales,contact_no,photo_n,,uuid:dd083f84-6d4d-49f0-9c90-c716f962a05f
Mon Jul 11 21:19:39 UTC 2016,Mon Jul 11 21:20:53 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.413415,48.413415,-122.8669233,-122.8669233,Mon Jul 11 21:19:00 UTC 2016,Ice berg point,S,0.5,224,PM,T,incorrectfast_approach,incorrectfast approach,contact_no,photo_n,,uuid:dd083f84-6d4d-49f0-9c90-c716f962a05f
Mon Jul 11 21:26:50 UTC 2016,Mon Jul 11 21:28:20 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.412805,48.412805,-122.8743933,-122.8743933,Mon Jul 11 21:26:00 UTC 2016,Iceberg point,S,0.25,224,PM,T,inshore_of_whales ,inshore of whales ,contact_no,photo_n,,uuid:a98458ff-6972-4f21-81c9-a18c2090153f
Mon Jul 11 21:26:50 UTC 2016,Mon Jul 11 21:28:20 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.412805,48.412805,-122.8743933,-122.8743933,Mon Jul 11 21:26:00 UTC 2016,Iceberg point,S,0.25,224,PM,T,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:a98458ff-6972-4f21-81c9-a18c2090153f
Mon Jul 11 21:26:50 UTC 2016,Mon Jul 11 21:28:20 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.412805,48.412805,-122.8743933,-122.8743933,Mon Jul 11 21:26:00 UTC 2016,Iceberg point,S,0.25,224,PM,T,Fast_withinquartermile_whales,Fast withinquartermile whales,contact_no,photo_n,,uuid:a98458ff-6972-4f21-81c9-a18c2090153f
Mon Jul 11 21:26:50 UTC 2016,Mon Jul 11 21:28:20 UTC 2016,Mon Jul 11 00:00:00 UTC 2016,48.412805,48.412805,-122.8743933,-122.8743933,Mon Jul 11 21:26:00 UTC 2016,Iceberg point,S,0.25,224,PM,T,incorrectfast_approach,incorrectfast approach,contact_no,photo_n,,uuid:a98458ff-6972-4f21-81c9-a18c2090153f
Mon Jul 18 19:30:52 UTC 2016,Mon Jul 18 19:31:31 UTC 2016,Mon Jul 18 00:00:00 UTC 2016,,48.64872,-123.22439,-123.22439,Mon Jul 18 19:30:00 UTC 2016,Tip top,S,0.75,169,PM,WO,200_yards_under_power,200 yards under power,contact_no,photo_n,GPS not working,uuid:98c0dda5-1a04-44d9-b3f8-2bc1e97060ed
Mon Jul 18 19:30:52 UTC 2016,Mon Jul 18 19:31:31 UTC 2016,Mon Jul 18 00:00:00 UTC 2016,,48.64872,-123.22439,-123.22439,Mon Jul 18 19:30:00 UTC 2016,Tip top,S,0.75,169,PM,WO,100_yards_under_power ,100 yards under power ,contact_no,photo_n,GPS not working,uuid:98c0dda5-1a04-44d9-b3f8-2bc1e97060ed
Mon Jul 18 19:30:52 UTC 2016,Mon Jul 18 19:31:31 UTC 2016,Mon Jul 18 00:00:00 UTC 2016,,48.64872,-123.22439,-123.22439,Mon Jul 18 19:30:00 UTC 2016,Tip top,S,0.75,169,PM,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,GPS not working,uuid:98c0dda5-1a04-44d9-b3f8-2bc1e97060ed
Mon Jun 06 18:35:25 UTC 2016,Mon Jun 06 18:36:34 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.48453167,48.48453167,-123.1220967,-123.1220967,Mon Jun 06 18:35:00 UTC 2016,Hannah heights,SW,0.5,184,PM,WO, 400yd_path,400yd inthepath,contact_no,photo_y,,uuid:2de144fc-b4d0-4214-8e2a-6fe202f77352
Mon Jun 06 18:35:25 UTC 2016,Mon Jun 06 18:36:34 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.48453167,48.48453167,-123.1220967,-123.1220967,Mon Jun 06 18:35:00 UTC 2016,Hannah heights,SW,0.5,184,PM,WO,inshore ,inshore of whales,contact_no,photo_y,,uuid:2de144fc-b4d0-4214-8e2a-6fe202f77352
Mon Jun 06 18:35:25 UTC 2016,Mon Jun 06 18:36:34 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.48453167,48.48453167,-123.1220967,-123.1220967,Mon Jun 06 18:35:00 UTC 2016,Hannah heights,SW,0.5,184,PM,WO,shutdown_200,shutdown within200yds,contact_no,photo_y,,uuid:2de144fc-b4d0-4214-8e2a-6fe202f77352
Mon Jun 06 22:40:38 UTC 2016,Mon Jun 06 22:41:43 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.54769,48.54769,-123.1803667,-123.1803667,Mon Jun 06 22:40:00 UTC 2016,Cwr,W,0.5,176,PM,F,400yd_path ,400yd inthepath,contact_yes,photo_y,"Shrimp fishing, first time here",uuid:3df12fc8-6b5b-4004-8608-8ea9307b6da9
Mon Jun 06 22:40:38 UTC 2016,Mon Jun 06 22:41:43 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.54769,48.54769,-123.1803667,-123.1803667,Mon Jun 06 22:40:00 UTC 2016,Cwr,W,0.5,176,PM,F,fishing within_shore,fishing within shore,contact_yes,photo_y,"Shrimp fishing, first time here",uuid:3df12fc8-6b5b-4004-8608-8ea9307b6da9
Mon Jun 06 22:40:38 UTC 2016,Mon Jun 06 22:41:43 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.54769,48.54769,-123.1803667,-123.1803667,Mon Jun 06 22:40:00 UTC 2016,Cwr,W,0.5,176,PM,F,inshore ,inshore of whales,contact_yes,photo_y,"Shrimp fishing, first time here",uuid:3df12fc8-6b5b-4004-8608-8ea9307b6da9
Mon Jun 06 22:40:38 UTC 2016,Mon Jun 06 22:41:43 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.54769,48.54769,-123.1803667,-123.1803667,Mon Jun 06 22:40:00 UTC 2016,Cwr,W,0.5,176,PM,F,no_go_zone ,no go zone ,contact_yes,photo_y,"Shrimp fishing, first time here",uuid:3df12fc8-6b5b-4004-8608-8ea9307b6da9
Mon Jun 06 22:40:38 UTC 2016,Mon Jun 06 22:41:43 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.54769,48.54769,-123.1803667,-123.1803667,Mon Jun 06 22:40:00 UTC 2016,Cwr,W,0.5,176,PM,F,power 200_yards ,200 yards under power,contact_yes,photo_y,"Shrimp fishing, first time here",uuid:3df12fc8-6b5b-4004-8608-8ea9307b6da9
Mon Jun 06 22:40:38 UTC 2016,Mon Jun 06 22:41:43 UTC 2016,Mon Jun 06 00:00:00 UTC 2016,48.54769,48.54769,-123.1803667,-123.1803667,Mon Jun 06 22:40:00 UTC 2016,Cwr,W,0.5,176,PM,F,shutdown 100_yards,shutdown within100yds,contact_yes,photo_y,"Shrimp fishing, first time here",uuid:3df12fc8-6b5b-4004-8608-8ea9307b6da9
Mon Sep 19 21:17:56 UTC 2016,Mon Sep 19 21:19:08 UTC 2016,Mon Sep 19 00:00:00 UTC 2016,48.37215,48.37215,-123.0175217,-123.0175217,Mon Sep 19 21:18:00 UTC 2016,Hein bank,NE,0.75,241,PM,T,100_yards_under_power,100 yards under power,contact_no,photo_n,,uuid:0b0ae911-e250-4271-9cf6-0e7819d8efdd
Mon Sep 19 21:17:56 UTC 2016,Mon Sep 19 21:19:08 UTC 2016,Mon Sep 19 00:00:00 UTC 2016,48.37215,48.37215,-123.0175217,-123.0175217,Mon Sep 19 21:18:00 UTC 2016,Hein bank,NE,0.75,241,PM,T,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:0b0ae911-e250-4271-9cf6-0e7819d8efdd
Mon Sep 19 21:17:56 UTC 2016,Mon Sep 19 21:19:08 UTC 2016,Mon Sep 19 00:00:00 UTC 2016,48.37215,48.37215,-123.0175217,-123.0175217,Mon Sep 19 21:18:00 UTC 2016,Hein bank,NE,0.75,241,PM,T,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:0b0ae911-e250-4271-9cf6-0e7819d8efdd
Mon Sep 19 21:38:43 UTC 2016,Mon Sep 19 21:39:38 UTC 2016,Mon Sep 19 00:00:00 UTC 2016,48.35562833,48.35562833,-123.0271433,-123.0271433,Mon Sep 19 21:38:00 UTC 2016,Hein bank,E,0.5,241,PM,WO,100_yards_under_power,100 yards under power,contact_no,photo_n,,uuid:643fb1d0-9b1f-481f-9f37-c732526e7d45
Mon Sep 19 21:38:43 UTC 2016,Mon Sep 19 21:39:38 UTC 2016,Mon Sep 19 00:00:00 UTC 2016,48.35562833,48.35562833,-123.0271433,-123.0271433,Mon Sep 19 21:38:00 UTC 2016,Hein bank,E,0.5,241,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:643fb1d0-9b1f-481f-9f37-c732526e7d45
Sat Aug 20 00:31:38 UTC 2016,Sat Aug 20 00:32:54 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.5628,48.5628,-123.1781367,-123.1781367,Sat Aug 20 00:31:00 UTC 2016,Open bay,SW,0.25,176,PM,F,100_yards_under_power,100 yards under power,contact_no,photo_n,,uuid:badb53a4-4cfb-4cc7-a228-b447328bb979
Sat Aug 20 00:31:38 UTC 2016,Sat Aug 20 00:32:54 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.5628,48.5628,-123.1781367,-123.1781367,Sat Aug 20 00:31:00 UTC 2016,Open bay,SW,0.25,176,PM,F,fishing_within100yds,fishing within100yds,contact_no,photo_n,,uuid:badb53a4-4cfb-4cc7-a228-b447328bb979
Sat Aug 20 00:31:38 UTC 2016,Sat Aug 20 00:32:54 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.5628,48.5628,-123.1781367,-123.1781367,Sat Aug 20 00:31:00 UTC 2016,Open bay,SW,0.25,176,PM,F,fishing_within200yds,fishing within200yds,contact_no,photo_n,,uuid:badb53a4-4cfb-4cc7-a228-b447328bb979
Sat Aug 20 19:36:54 UTC 2016,Sat Aug 20 19:37:45 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.62052,48.62052,-123.2094117,-123.2094117,Sat Aug 20 19:36:00 UTC 2016,Batleship,NW,0.25,169,PM,T,high_speed_within_400,high speed within 400,contact_no,photo_n,,uuid:ed3950a8-0843-42ef-b9c8-f5eab6a6622f
Sat Aug 20 19:39:09 UTC 2016,Sat Aug 20 19:40:11 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.62750333,48.62750333,-123.2063083,-123.2063083,Sat Aug 20 19:39:00 UTC 2016,Battleship,NW,1,170,PM,WO,100_yards_under_power,100 yards under power,contact_no,photo_n,,uuid:de589bdb-c367-4523-8647-6cb064775feb
Sat Aug 20 19:39:19 UTC 2016,Sat Aug 20 19:40:19 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.62771667,48.62771667,-123.2062633,-123.2062633,Sat Aug 20 19:39:00 UTC 2016,Battleship,NW,1,170,PM,WO,200_yards_under_power,200 yards under power,contact_no,photo_n,,uuid:37498624-46e7-4213-9ea7-577d4bf02e49
Sat Aug 20 19:39:19 UTC 2016,Sat Aug 20 19:40:19 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.62771667,48.62771667,-123.2062633,-123.2062633,Sat Aug 20 19:39:00 UTC 2016,Battleship,NW,1,170,PM,WO,high_speed_within_400,high speed within 400,contact_no,photo_n,,uuid:37498624-46e7-4213-9ea7-577d4bf02e49
Sat Aug 20 19:40:25 UTC 2016,Sat Aug 20 19:41:23 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.63121667,48.63121667,-123.2060217,-123.2060217,Sat Aug 20 19:40:00 UTC 2016,Battleship,SW,1,170,PM,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:379c287d-d9b5-4c54-a832-ba7b72be0e9e
Sat Aug 20 19:40:25 UTC 2016,Sat Aug 20 19:41:23 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.63121667,48.63121667,-123.2060217,-123.2060217,Sat Aug 20 19:40:00 UTC 2016,Battleship,SW,1,170,PM,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:379c287d-d9b5-4c54-a832-ba7b72be0e9e
Sat Aug 20 19:42:11 UTC 2016,Sat Aug 20 19:42:55 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.63435167,48.63435167,-123.2068483,-123.2068483,Sat Aug 20 19:42:00 UTC 2016,Battleship,NW,1,170,PM,WO,200_yards_under_power,200 yards under power,contact_no,photo_n,,uuid:40eab310-c3af-449b-b9ef-ee0158dc1922
Sat Aug 20 19:42:11 UTC 2016,Sat Aug 20 19:42:55 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.63435167,48.63435167,-123.2068483,-123.2068483,Sat Aug 20 19:42:00 UTC 2016,Battleship,NW,1,170,PM,WO,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:40eab310-c3af-449b-b9ef-ee0158dc1922
Sat Aug 20 19:45:43 UTC 2016,Sat Aug 20 19:46:54 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.63676167,48.63676167,-123.2115667,-123.2115667,Sat Aug 20 19:45:00 UTC 2016,Tiptop,SE,1,169,PM,WO,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,,uuid:02a2e575-e839-4a9c-b4f0-3494416eee16
Sat Aug 20 19:45:43 UTC 2016,Sat Aug 20 19:46:54 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.63676167,48.63676167,-123.2115667,-123.2115667,Sat Aug 20 19:45:00 UTC 2016,Tiptop,SE,1,169,PM,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:02a2e575-e839-4a9c-b4f0-3494416eee16
Sat Aug 20 19:50:23 UTC 2016,Sat Aug 20 19:51:36 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,,48.66156,-123.21681,-123.21681,Sat Aug 20 19:50:00 UTC 2016,Tip top,SE,0.5,169,PM,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:27d2a3d2-06dc-48f1-adfd-f98954343f85
Sat Aug 20 19:50:23 UTC 2016,Sat Aug 20 19:51:36 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,,48.66156,-123.21681,-123.21681,Sat Aug 20 19:50:00 UTC 2016,Tip top,SE,0.5,169,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:27d2a3d2-06dc-48f1-adfd-f98954343f85
Sat Aug 20 19:51:31 UTC 2016,Sat Aug 20 19:52:16 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.64846167,48.64846167,-123.20655,-123.20655,Sat Aug 20 19:51:00 UTC 2016,Tiptop,SW,0.5,169,PM,WO,100_yards_under_power,100 yards under power,contact_no,photo_n,,uuid:4cf1e129-56d5-48f5-b98e-a15c58f48e99
Sat Aug 20 19:51:31 UTC 2016,Sat Aug 20 19:52:16 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.64846167,48.64846167,-123.20655,-123.20655,Sat Aug 20 19:51:00 UTC 2016,Tiptop,SW,0.5,169,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:4cf1e129-56d5-48f5-b98e-a15c58f48e99
Sat Aug 20 19:51:31 UTC 2016,Sat Aug 20 19:52:16 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.64846167,48.64846167,-123.20655,-123.20655,Sat Aug 20 19:51:00 UTC 2016,Tiptop,SW,0.5,169,PM,WO,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,,uuid:4cf1e129-56d5-48f5-b98e-a15c58f48e99
Sat Aug 20 19:55:34 UTC 2016,Sat Aug 20 19:56:17 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.65159167,48.65159167,-123.2105083,-123.2105083,Sat Aug 20 19:55:00 UTC 2016,Tip top,S,0.5,169,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_n,,uuid:24388cb4-deca-4b23-9d30-d9307184a9dc
Sat Aug 20 19:55:34 UTC 2016,Sat Aug 20 19:56:17 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.65159167,48.65159167,-123.2105083,-123.2105083,Sat Aug 20 19:55:00 UTC 2016,Tip top,S,0.5,169,PM,WO,400yd_inthepath,400yd inthepath,contact_no,photo_n,,uuid:24388cb4-deca-4b23-9d30-d9307184a9dc
Sat Aug 20 19:56:24 UTC 2016,Sat Aug 20 19:57:36 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.65282,48.65282,-123.211695,-123.211695,Sat Aug 20 19:56:00 UTC 2016,Tiptop,S,0.5,169,PM,WO,400yd_inthepath,400yd inthepath,contact_no,photo_y,,uuid:180ddb78-1682-4067-b1cf-5e5917774294
Sat Aug 20 19:56:24 UTC 2016,Sat Aug 20 19:57:36 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.65282,48.65282,-123.211695,-123.211695,Sat Aug 20 19:56:00 UTC 2016,Tiptop,S,0.5,169,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_y,,uuid:180ddb78-1682-4067-b1cf-5e5917774294
Sat Aug 20 21:56:02 UTC 2016,Sat Aug 20 21:56:46 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.51923167,48.51923167,-123.1586033,-123.1586033,Sat Aug 20 21:56:00 UTC 2016,Lime kiln,NW,0.25,176,PM,T,high_speed_within_400,high speed within 400,contact_no,photo_n,,uuid:e1658f4e-23d7-464d-81a5-3a7f6cbb64c8
Sat Aug 20 22:01:08 UTC 2016,Sat Aug 20 22:02:35 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.513255,48.513255,-123.1561967,-123.1561967,Sat Aug 20 22:01:00 UTC 2016,Lime kiln,N,0.25,176,PM,WO,withinhalfmile_Limekiln,withinhalfmile Limekiln,contact_no,photo_n,,uuid:e36ea570-10fe-42e6-b172-925ee8b3932e
Sat Aug 20 22:01:08 UTC 2016,Sat Aug 20 22:02:35 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.513255,48.513255,-123.1561967,-123.1561967,Sat Aug 20 22:01:00 UTC 2016,Lime kiln,N,0.25,176,PM,WO,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,,uuid:e36ea570-10fe-42e6-b172-925ee8b3932e
Sat Aug 20 22:04:05 UTC 2016,Sat Aug 20 22:05:16 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.50961667,48.50961667,-123.15522,-123.15522,Sat Aug 20 22:04:00 UTC 2016,Lime kiln,SW,1.25,176,PM,WO,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,,uuid:5a2de316-296b-4f29-9f37-a0c41f8caf9d
Sat Aug 20 22:04:05 UTC 2016,Sat Aug 20 22:05:16 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.50961667,48.50961667,-123.15522,-123.15522,Sat Aug 20 22:04:00 UTC 2016,Lime kiln,SW,1.25,176,PM,WO,fishing_within200yds ,fishing within200yds ,contact_no,photo_n,,uuid:5a2de316-296b-4f29-9f37-a0c41f8caf9d
Sat Aug 20 22:07:57 UTC 2016,Sat Aug 20 22:08:37 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.50872167,48.50872167,-123.153425,-123.153425,Sat Aug 20 22:08:00 UTC 2016,Like kiln,SW,1.25,176,PM,WO,high_speed_within_400,high speed within 400,contact_no,photo_n,,uuid:1d90c0ef-6036-4775-8f17-d862200b7caf
Sat Aug 20 22:07:57 UTC 2016,Sat Aug 20 22:08:37 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.50872167,48.50872167,-123.153425,-123.153425,Sat Aug 20 22:08:00 UTC 2016,Like kiln,SW,1.25,176,PM,WO,inshore_of_whales ,inshore of whales ,contact_no,photo_n,,uuid:1d90c0ef-6036-4775-8f17-d862200b7caf
Sat Aug 20 22:10:54 UTC 2016,Sat Aug 20 22:11:47 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.50951167,48.50951167,-123.1527567,-123.1527567,Sat Aug 20 22:10:00 UTC 2016,Lime kiln,NW,0.25,176,PM,WO,200_yards_under_power ,200 yards under power ,contact_no,photo_y,,uuid:e6091d6d-d506-44ee-8304-b330230a591e
Sat Aug 20 22:10:54 UTC 2016,Sat Aug 20 22:11:47 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.50951167,48.50951167,-123.1527567,-123.1527567,Sat Aug 20 22:10:00 UTC 2016,Lime kiln,NW,0.25,176,PM,WO,400yd_inthepath,400yd inthepath,contact_no,photo_y,,uuid:e6091d6d-d506-44ee-8304-b330230a591e
Sat Aug 20 22:10:54 UTC 2016,Sat Aug 20 22:11:47 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.50951167,48.50951167,-123.1527567,-123.1527567,Sat Aug 20 22:10:00 UTC 2016,Lime kiln,NW,0.25,176,PM,WO,100_yards_under_power,100 yards under power,contact_no,photo_y,,uuid:e6091d6d-d506-44ee-8304-b330230a591e
Sat Aug 20 22:10:54 UTC 2016,Sat Aug 20 22:11:47 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.50951167,48.50951167,-123.1527567,-123.1527567,Sat Aug 20 22:10:00 UTC 2016,Lime kiln,NW,0.25,176,PM,WO,high_speed_within_400,high speed within 400,contact_no,photo_y,,uuid:e6091d6d-d506-44ee-8304-b330230a591e
Sat Aug 20 22:12:00 UTC 2016,Sat Aug 20 22:13:01 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.511155,48.511155,-123.1538133,-123.1538133,Sat Aug 20 22:12:00 UTC 2016,Lime kiln,W,1,176,PM,WO,no_go_zone ,no go zone ,contact_no,photo_n,,uuid:4fbe9903-fe7c-4fca-88fb-263f4302beee
Sat Aug 20 22:12:00 UTC 2016,Sat Aug 20 22:13:01 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.511155,48.511155,-123.1538133,-123.1538133,Sat Aug 20 22:12:00 UTC 2016,Lime kiln,W,1,176,PM,WO,shutdown_within200yds ,shutdown within200yds ,contact_no,photo_n,,uuid:4fbe9903-fe7c-4fca-88fb-263f4302beee
Sat Aug 20 22:12:00 UTC 2016,Sat Aug 20 22:13:01 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.511155,48.511155,-123.1538133,-123.1538133,Sat Aug 20 22:12:00 UTC 2016,Lime kiln,W,1,176,PM,WO,withinhalfmile_Limekiln,withinhalfmile Limekiln,contact_no,photo_n,,uuid:4fbe9903-fe7c-4fca-88fb-263f4302beee
Sat Aug 20 22:12:00 UTC 2016,Sat Aug 20 22:13:01 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.511155,48.511155,-123.1538133,-123.1538133,Sat Aug 20 22:12:00 UTC 2016,Lime kiln,W,1,176,PM,WO,100_yards_under_power ,100 yards under power ,contact_no,photo_n,,uuid:4fbe9903-fe7c-4fca-88fb-263f4302beee
Sat Aug 20 22:12:00 UTC 2016,Sat Aug 20 22:13:01 UTC 2016,Sat Aug 20 00:00:00 UTC 2016,48.511155,48.511155,-123.1538133,-123.1538133,Sat Aug 20 22:12:00 UTC 2016,Lime kiln,W,1,176,PM,WO,200_yards_under_power,200 yards under power,contact_no,photo_n,,uuid:4fbe9903-fe7c-4fca-88fb-263f4302beee
